id_aluno,idade,sexo,renda_familiar,escolaridade_mae,turno,trabalha,acesso_internet,computador_casa,transporte_escolar,distancia_escola_km,frequencia_percent,faltas,atrasos,horas_estudo_dia,participacao_aulas,atividades_entregues_percent,apoio_familiar,reprovacoes_anteriores,nota_matematica,nota_portugues,nota_ciencias,nota_humanas,media,situacao_final,split_sugerido
6002,15,M,baixa,medio,Manha,Nao,Sim,Sim,Nao,6.3,82.7,18,0,2.5,72.6,76.3,43.4,1,8.7,7.5,9.0,8.8,8.5,Aprovado,teste
6005,15,M,baixa,medio,Tarde,Nao,Sim,Sim,Nao,3.2,86.8,21,8,2.7,71.3,100.0,63.2,0,7.7,7.7,5.6,8.5,7.38,Aprovado,teste
6007,18,M,alta,medio,Manha,Nao,Sim,Nao,Nao,3.3,81.9,25,12,1.0,26.8,68.8,75.4,0,4.3,4.9,6.8,4.4,5.1,Reprovado,teste
6010,17,F,baixa,medio,Manha,Sim,Nao,Nao,Sim,6.6,62.6,17,6,1.2,73.1,78.7,62.4,1,3.2,4.8,6.6,3.2,4.45,Reprovado,teste
6012,16,M,media,medio,Noite,Nao,Sim,Nao,Nao,1.4,100.0,16,15,1.7,76.4,61.8,44.6,0,3.6,4.3,8.7,3.4,5.0,Aprovado,teste
6020,15,M,media,medio,Manha,Sim,Sim,Nao,Nao,1.6,57.2,13,12,1.6,52.2,,35.2,2,5.8,3.4,2.3,5.7,4.3,Reprovado,teste
6029,17,M,media,superior,Manha,Nao,Nao,Nao,Nao,2.0,45.1,5,19,2.4,67.4,42.2,63.9,2,7.0,4.0,6.9,5.0,5.72,Reprovado,teste
6040,16,M,baixa,medio,Manha,Nao,Sim,Sim,Sim,2.0,89.5,16,5,2.5,74.6,85.1,39.6,0,9.0,9.4,6.6,7.3,8.07,Aprovado,teste
6045,14,M,media,fundamental,Tarde,Sim,Sim,Sim,Sim,3.7,84.5,5,7,1.7,81.8,84.5,59.3,0,7.7,7.6,6.3,8.2,7.45,Aprovado,teste
6049,14,M,baixa,superior,Manha,Nao,Sim,Nao,Nao,1.6,87.2,2,1,2.7,79.1,90.9,66.0,0,8.1,7.8,9.0,8.3,8.3,Aprovado,teste
6052,16,F,baixa,medio,Tarde,Nao,Sim,Sim,Nao,3.3,84.4,10,0,0.9,91.4,92.2,86.3,1,7.8,8.5,6.7,7.6,7.65,Aprovado,teste
6057,16,F,media,fundamental,Tarde,Nao,Sim,Sim,Sim,4.2,76.6,7,0,1.8,73.4,92.3,46.1,0,8.5,8.3,7.3,8.0,8.02,Aprovado,teste
6059,17,M,baixa,superior,Manha,Nao,Sim,Nao,Sim,7.9,48.7,22,9,1.8,25.8,52.4,35.3,3,5.2,5.9,5.7,5.9,5.68,Aprovado,teste
6060,17,M,baixa,medio,Noite,Nao,Sim,Sim,Nao,5.5,51.7,22,5,2.0,66.3,54.9,57.0,1,3.0,3.7,3.2,6.8,4.18,Reprovado,teste
6063,14,M,media,fundamental,Manha,Nao,Sim,Nao,Nao,4.0,94.9,13,7,3.0,91.3,72.5,54.4,0,6.8,6.0,8.2,8.7,7.42,Reprovado,teste
6081,15,M,media,fundamental,Tarde,Sim,Sim,Sim,Nao,0.2,83.1,9,0,2.0,77.3,69.9,77.0,0,8.8,7.6,9.1,6.1,7.9,Aprovado,teste
6089,17,F,alta,fundamental,Tarde,Nao,Nao,Sim,Nao,5.5,83.4,4,9,3.7,72.1,90.8,56.5,0,7.3,5.2,6.2,8.2,6.72,Aprovado,teste
6109,16,M,baixa,superior,Manha,Nao,Sim,Nao,Nao,2.2,90.5,4,9,2.3,73.0,76.2,83.2,0,6.0,8.1,7.3,7.6,7.25,Aprovado,teste
6117,15,F,media,medio,Tarde,Nao,Sim,Nao,Sim,2.3,77.0,10,10,3.2,100.0,87.1,58.6,0,7.4,6.6,6.8,7.9,7.18,Aprovado,teste
6119,15,F,media,fundamental,Noite,Sim,Sim,Nao,Sim,4.6,59.0,17,20,1.6,51.4,46.2,65.9,1,6.0,4.6,6.5,5.9,5.75,Reprovado,teste
6123,15,F,media,fundamental,Manha,Sim,Sim,Nao,Nao,3.6,71.4,25,20,1.5,56.4,57.7,71.5,1,2.0,7.0,4.3,7.4,5.18,Reprovado,teste
6125,17,F,media,medio,Manha,Nao,Sim,Sim,Nao,2.5,71.7,7,8,2.7,92.6,98.2,67.1,0,7.9,7.9,8.8,7.3,7.98,Aprovado,teste
6133,17,F,media,fundamental,Tarde,Nao,Nao,Sim,Sim,5.2,60.1,22,10,1.6,39.2,64.4,68.3,0,6.5,4.2,6.2,5.9,5.7,Reprovado,teste
6147,16,M,media,fundamental,Tarde,Sim,Sim,Nao,Sim,4.6,76.2,22,15,0.4,51.5,61.5,43.4,0,4.7,3.6,3.7,5.3,4.32,Reprovado,teste
6152,15,F,media,fundamental,Manha,Sim,Sim,Sim,Nao,3.4,71.7,15,6,0.3,64.6,87.1,67.4,2,3.7,4.9,5.8,6.3,5.18,Reprovado,teste
6153,16,F,alta,medio,Manha,Nao,Sim,Sim,Sim,5.9,89.4,2,5,3.3,77.7,82.6,80.4,0,9.5,8.5,8.4,8.1,8.62,Aprovado,teste
6156,16,F,baixa,fundamental,Tarde,Nao,Nao,Sim,Sim,2.9,80.0,2,3,2.3,80.1,91.4,85.1,0,7.5,6.4,7.8,6.3,7.0,Aprovado,teste
6163,15,M,baixa,medio,Noite,Nao,Sim,Nao,Sim,6.1,80.5,0,5,2.7,92.0,75.3,68.6,1,8.4,6.8,6.1,8.7,7.5,Aprovado,teste
6169,14,M,media,fundamental,Manha,Nao,Sim,Sim,Nao,0.4,75.9,6,5,2.4,86.9,79.5,65.3,1,8.8,7.9,6.5,8.0,7.8,Aprovado,teste
6174,15,M,baixa,medio,Manha,Nao,Nao,Sim,Sim,0.2,91.9,3,8,2.9,83.8,73.2,100.0,0,6.3,7.0,9.3,6.7,7.32,Aprovado,teste
6184,17,M,alta,medio,Tarde,Sim,Sim,Nao,Sim,4.0,51.5,17,8,0.0,65.5,68.1,55.3,1,3.6,6.2,6.1,5.3,5.3,Reprovado,teste
6194,18,F,baixa,fundamental,Tarde,Nao,Sim,Sim,Nao,2.9,82.6,2,4,1.7,79.7,100.0,60.2,0,4.8,6.6,8.6,8.6,7.15,Aprovado,teste
6206,16,F,baixa,superior,Noite,Nao,Sim,Nao,Nao,8.4,68.7,33,14,1.4,54.2,80.1,67.6,2,9.6,6.8,4.7,6.9,7.0,Reprovado,teste
6207,15,M,baixa,medio,Noite,Nao,Sim,Sim,Sim,1.8,100.0,18,9,2.0,75.7,81.2,65.9,0,8.4,7.0,8.7,7.2,7.82,Reprovado,teste
6222,16,M,baixa,medio,Tarde,Nao,Sim,Nao,Nao,1.3,79.4,9,2,1.5,78.6,82.6,40.4,0,6.0,7.3,7.8,7.3,7.1,Aprovado,teste
6228,14,F,baixa,fundamental,Manha,Nao,Sim,Nao,Sim,2.7,83.7,4,2,3.5,77.1,89.4,86.8,0,7.2,8.0,6.3,8.0,7.38,Aprovado,teste
6236,16,M,baixa,medio,Manha,Nao,Sim,Nao,Nao,0.2,78.8,10,1,1.2,89.2,72.5,84.5,1,7.2,7.9,8.4,7.6,7.78,Reprovado,teste
6243,13,F,baixa,medio,Tarde,Nao,Sim,Nao,Nao,3.3,90.9,11,4,3.3,83.5,73.7,57.5,0,6.2,8.2,6.9,8.8,7.52,Aprovado,teste
6265,16,F,media,medio,Noite,Nao,Sim,Nao,Sim,2.2,87.0,13,6,1.7,100.0,76.4,53.3,0,7.6,5.5,6.0,6.2,6.32,Aprovado,teste
6281,18,F,media,superior,Tarde,Nao,Sim,Nao,Sim,5.8,71.7,22,16,1.4,64.5,53.2,60.3,1,3.3,4.6,5.3,3.5,4.18,Reprovado,teste
6283,14,M,baixa,superior,Manha,Nao,Sim,Sim,Sim,5.5,85.9,7,5,2.0,59.0,92.8,81.7,0,8.3,5.4,5.3,6.9,6.48,Aprovado,teste
6286,14,F,media,medio,Tarde,Nao,Sim,Nao,Sim,5.0,83.0,3,9,2.5,74.9,79.7,59.3,0,8.2,8.2,8.2,7.6,8.05,Aprovado,teste
6305,16,M,media,superior,Manha,Nao,Sim,Nao,Sim,8.4,80.8,2,19,1.4,55.3,65.5,60.0,0,4.3,7.6,4.3,7.6,5.95,Reprovado,teste
6310,14,F,baixa,fundamental,Noite,Nao,Nao,Sim,Nao,2.9,63.0,3,12,1.5,63.0,55.5,59.0,2,5.3,7.1,3.0,7.2,5.65,Reprovado,teste
6312,16,F,baixa,medio,Manha,Nao,Nao,Nao,Nao,4.7,86.1,20,17,1.2,45.5,89.3,70.5,2,5.2,3.4,4.4,6.1,4.78,Reprovado,teste
6315,15,F,baixa,medio,Tarde,Nao,Sim,Nao,Sim,5.7,82.3,24,18,0.8,89.9,59.3,62.7,3,5.3,6.0,4.4,5.3,5.25,Reprovado,teste
6323,16,M,media,medio,Manha,Nao,Nao,Sim,Nao,5.9,73.9,18,5,2.2,43.3,37.2,20.6,0,4.4,2.9,5.5,3.6,4.1,Reprovado,teste
6324,14,F,alta,superior,Noite,Nao,Nao,Nao,Nao,5.7,89.6,9,2,2.9,75.8,92.8,90.4,0,7.3,6.5,7.3,6.4,6.88,Aprovado,teste
6335,16,F,baixa,superior,Manha,Nao,Sim,Sim,Nao,3.9,85.7,19,7,0.6,45.0,59.0,38.3,2,6.6,6.0,6.0,5.2,5.95,Reprovado,teste
6336,15,F,media,fundamental,Tarde,Nao,Sim,Sim,Sim,4.5,82.6,0,3,2.3,54.5,85.7,85.3,2,8.9,7.1,8.1,7.3,7.85,Aprovado,teste
6356,16,F,media,superior,Noite,Nao,Nao,Nao,Nao,5.9,92.5,0,0,1.6,77.7,67.2,63.5,0,6.5,7.0,10.0,7.8,7.82,Aprovado,teste
6364,14,M,alta,fundamental,Noite,Nao,Nao,Nao,Nao,2.3,95.6,10,9,1.3,86.0,89.1,65.4,1,9.6,8.3,9.4,8.0,8.82,Aprovado,teste
6371,16,M,baixa,fundamental,Manha,Nao,Sim,Sim,Nao,4.9,65.1,7,20,0.7,77.3,60.4,58.0,2,4.3,5.8,4.2,4.8,4.78,Reprovado,teste
6373,15,M,baixa,superior,Manha,Nao,Sim,Sim,Nao,1.2,48.9,26,19,1.1,65.2,81.0,62.3,0,3.9,6.3,7.4,8.7,6.58,Reprovado,teste
6376,15,M,media,medio,Tarde,Nao,Sim,Sim,Nao,4.3,74.9,10,5,1.8,100.0,83.8,78.0,0,7.8,8.1,8.2,9.2,8.32,Aprovado,teste
6391,17,F,baixa,medio,Manha,Sim,Nao,Nao,Nao,2.4,86.1,8,7,3.0,70.5,80.0,65.8,0,6.7,6.0,9.2,7.8,7.42,Aprovado,teste
6401,16,M,media,medio,Manha,Sim,Sim,Sim,Nao,2.0,78.0,10,0,1.9,85.0,96.2,42.1,0,7.0,8.4,6.1,8.3,7.45,Aprovado,teste
6405,16,F,baixa,medio,Tarde,Nao,Sim,Nao,Nao,4.6,88.4,0,10,0.8,59.5,84.6,72.3,0,6.6,8.1,8.0,6.9,7.4,Aprovado,teste
6410,15,M,media,medio,Tarde,Nao,Sim,Sim,Sim,3.3,82.5,4,0,1.7,69.3,72.0,39.5,0,6.2,6.5,8.1,9.5,7.57,Aprovado,teste
6418,16,M,media,superior,Tarde,Sim,Nao,Nao,Sim,6.0,90.3,8,1,1.2,86.1,80.8,49.2,0,6.3,6.9,6.6,8.2,7.0,Reprovado,teste
6425,15,M,alta,superior,Tarde,Sim,Sim,Sim,Nao,2.4,82.1,12,10,2.8,86.2,83.8,69.9,0,6.7,8.6,5.9,5.4,6.65,Aprovado,teste
6435,14,M,media,medio,Tarde,Nao,Sim,Nao,Nao,3.3,81.0,6,1,2.0,77.6,96.3,74.1,1,5.6,5.9,7.3,7.5,6.58,Aprovado,teste
6444,16,M,alta,medio,Manha,Sim,Sim,Sim,Sim,9.8,66.1,27,7,1.6,31.4,45.7,50.9,2,2.7,6.2,4.9,5.6,4.85,Reprovado,teste
6448,16,F,media,medio,Manha,Nao,Sim,Sim,Sim,0.2,86.2,3,0,3.0,83.9,78.4,55.1,0,6.0,7.4,8.8,6.7,7.22,Aprovado,teste
6455,18,M,alta,fundamental,Manha,Nao,Sim,Sim,Nao,7.7,78.5,18,4,1.5,37.0,67.7,47.3,1,5.7,5.9,4.6,3.8,5.0,Reprovado,teste
6456,16,M,baixa,superior,Noite,Sim,Sim,Sim,Nao,4.3,55.5,8,18,2.1,52.8,84.7,94.4,1,6.2,6.7,5.4,5.8,6.02,Reprovado,teste
6460,15,M,media,fundamental,Tarde,Nao,Sim,Sim,Nao,4.2,91.8,32,16,0.5,39.3,49.8,70.2,0,4.9,5.4,6.5,5.8,5.65,Reprovado,teste
6462,16,F,baixa,medio,Manha,Nao,Sim,Sim,Nao,2.6,51.0,23,7,1.6,31.0,44.7,42.3,0,7.3,5.6,5.3,5.6,5.95,Reprovado,teste
6466,16,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,1.4,56.0,20,11,1.6,76.9,81.8,36.6,0,7.6,7.9,4.7,3.4,5.9,Reprovado,teste
6479,14,M,baixa,medio,Tarde,Nao,Sim,Sim,Nao,1.9,88.9,8,4,3.5,88.4,87.5,85.2,0,6.6,7.5,6.2,7.3,6.9,Aprovado,teste
6485,16,M,media,medio,Noite,Nao,Sim,Sim,Nao,7.1,83.8,13,8,0.1,81.7,61.0,48.0,1,5.5,6.7,4.8,5.0,5.5,Reprovado,teste
6502,15,M,baixa,medio,Tarde,Nao,Sim,Sim,Nao,2.0,70.6,10,0,0.8,87.6,100.0,56.4,0,5.9,7.8,6.5,7.0,6.8,Aprovado,teste
6510,13,M,media,medio,Tarde,Nao,Sim,Sim,Nao,0.4,89.1,2,7,3.4,57.9,77.1,76.0,0,6.6,8.5,8.7,8.7,8.12,Aprovado,teste
6529,16,M,media,fundamental,Tarde,Nao,Sim,Nao,Sim,3.3,88.9,18,3,0.8,88.6,68.4,90.4,0,8.5,7.7,4.3,7.4,6.98,Aprovado,teste
6536,16,F,media,fundamental,Noite,Nao,Sim,Sim,Nao,4.0,77.2,6,8,2.5,84.4,100.0,79.2,0,6.7,5.6,6.0,7.2,6.38,Aprovado,teste
6541,19,M,media,superior,Manha,Nao,Sim,Nao,Nao,1.1,52.9,2,7,0.7,63.2,54.1,42.4,1,6.3,6.0,5.3,5.2,5.7,Reprovado,teste
6545,15,M,media,fundamental,Tarde,Nao,Nao,Sim,Sim,5.3,85.8,8,11,4.2,89.7,74.7,79.4,0,7.1,6.6,6.5,7.9,7.02,Aprovado,teste
6550,15,M,baixa,medio,Manha,Nao,Nao,Sim,Nao,2.9,87.1,3,6,1.2,85.5,82.1,62.6,0,7.7,7.6,9.6,6.8,7.92,Aprovado,teste
6553,15,F,media,superior,Noite,Nao,Sim,Sim,Sim,4.1,53.3,24,20,0.0,39.6,56.0,28.0,1,5.9,6.5,4.8,5.3,5.62,Reprovado,teste
6563,16,F,media,medio,Manha,Nao,Sim,Sim,Sim,4.2,81.4,15,3,2.6,77.3,91.8,55.9,0,8.6,6.4,6.1,9.0,7.52,Aprovado,teste
6570,13,F,baixa,superior,Noite,Nao,Sim,Sim,Sim,4.2,78.2,28,22,0.9,66.5,61.5,64.2,1,5.3,4.8,3.4,6.5,5.0,Reprovado,teste
6574,15,M,baixa,fundamental,Manha,Nao,Nao,Sim,Sim,1.1,88.0,8,3,3.0,86.6,70.5,85.4,0,10.0,6.6,8.7,7.6,8.22,Reprovado,teste
6583,14,F,media,fundamental,Manha,Nao,Sim,Sim,Nao,4.6,56.5,22,7,1.3,67.4,47.1,29.5,0,6.9,4.1,5.4,6.5,5.72,Reprovado,teste
6586,18,F,alta,superior,Tarde,Nao,Sim,Sim,Nao,2.4,96.1,6,0,1.1,86.9,59.7,56.9,0,8.0,7.5,6.3,7.8,7.4,Aprovado,teste
6589,16,F,baixa,fundamental,Manha,Nao,Sim,Nao,Nao,4.1,72.3,24,7,1.9,65.4,55.7,61.5,0,3.7,6.0,4.3,6.3,5.08,Reprovado,teste
6595,19,F,baixa,medio,Manha,Sim,Nao,Nao,Nao,6.6,62.2,14,13,0.5,56.1,62.9,25.7,0,2.3,4.6,2.7,6.6,4.05,Reprovado,teste
6599,16,F,baixa,fundamental,Manha,Nao,Nao,Nao,Nao,1.8,70.8,3,2,2.4,89.6,88.5,60.5,0,6.2,6.8,6.4,7.9,6.82,Aprovado,teste
6605,17,F,media,medio,Manha,Nao,Sim,Nao,Nao,3.7,83.8,30,10,1.5,75.5,34.7,34.0,0,8.1,4.0,5.7,8.5,6.58,Reprovado,teste
6616,16,F,media,medio,Manha,Nao,Sim,Sim,Nao,3.5,80.1,4,10,2.3,94.1,72.7,47.3,1,7.0,6.3,9.1,6.7,7.28,Aprovado,teste
6621,16,F,media,superior,Manha,Nao,Sim,Sim,Nao,5.9,69.2,15,12,1.1,59.5,53.1,70.8,0,5.4,6.6,5.7,5.1,5.7,Reprovado,teste
6627,14,F,baixa,fundamental,Manha,Nao,Nao,Sim,Nao,2.6,64.8,10,6,1.8,100.0,76.6,66.1,0,5.5,9.5,5.1,7.6,6.93,Aprovado,teste
6629,17,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,4.2,99.6,3,1,2.6,91.1,85.5,37.4,0,5.3,8.2,6.4,9.0,7.22,Aprovado,teste
6643,13,M,baixa,medio,Manha,Nao,Sim,Sim,Nao,0.7,83.2,14,6,2.8,95.6,92.1,89.8,0,8.5,8.9,7.4,7.4,8.05,Aprovado,teste
6652,18,M,baixa,medio,Manha,Nao,Sim,Sim,Nao,3.9,73.6,19,5,1.3,54.2,55.9,57.5,3,5.1,6.5,3.3,5.5,5.1,Reprovado,teste
6655,18,M,media,fundamental,Manha,Sim,Sim,Nao,Nao,5.6,89.9,6,3,2.8,86.6,79.9,100.0,0,7.3,7.4,7.9,7.6,7.55,Aprovado,teste
6656,16,M,baixa,fundamental,Manha,Nao,Nao,Nao,Sim,3.9,82.7,3,4,2.3,88.9,87.4,64.3,0,8.6,8.5,6.7,8.5,8.07,Aprovado,teste
6660,15,M,media,superior,Manha,Nao,Sim,Sim,Sim,4.8,74.5,5,3,3.0,93.6,70.4,53.4,0,6.9,7.8,8.3,7.3,7.58,Aprovado,teste
6663,15,M,media,medio,Manha,Nao,Sim,Sim,Sim,1.9,90.4,1,0,1.9,92.2,59.4,64.2,0,8.3,7.2,8.4,7.3,7.8,Aprovado,teste
6664,16,M,baixa,fundamental,Noite,Nao,Sim,Sim,Sim,3.1,60.4,17,1,2.6,75.3,49.5,40.9,1,4.0,4.1,4.2,5.1,4.35,Reprovado,teste
6668,16,M,baixa,fundamental,Manha,Nao,Nao,Sim,Nao,0.2,97.0,10,4,2.5,57.0,88.6,62.6,0,9.1,6.4,8.4,7.6,7.88,Aprovado,teste
6673,16,F,baixa,medio,Tarde,Nao,Sim,Sim,Nao,1.6,71.8,12,9,1.6,86.5,89.0,67.8,0,8.0,4.8,7.4,7.7,6.98,Aprovado,teste
6674,15,M,media,fundamental,Manha,Sim,Sim,Nao,Nao,3.1,89.2,8,0,4.4,91.6,90.3,56.6,0,7.7,8.4,5.2,7.9,7.3,Aprovado,teste
6680,16,M,media,medio,Noite,Sim,Sim,Sim,Nao,3.9,90.0,13,6,2.1,86.3,91.7,74.9,0,10.0,7.8,5.6,7.7,7.78,Aprovado,teste
6681,16,M,media,superior,Manha,Nao,Sim,Sim,Nao,6.2,64.5,20,11,1.9,40.7,63.2,20.5,0,7.0,6.5,5.3,5.2,6.0,Reprovado,teste
6697,16,F,baixa,medio,Manha,Nao,Sim,Nao,Nao,1.3,69.7,12,5,2.8,97.7,80.9,46.0,0,8.9,6.4,7.3,8.5,7.78,Aprovado,teste
6699,16,F,media,superior,Manha,Sim,Sim,Nao,Sim,7.0,78.8,28,8,1.6,86.9,35.6,72.7,0,6.0,6.8,6.4,7.2,6.6,Aprovado,teste
6706,16,F,media,medio,Noite,Nao,Sim,Nao,Sim,5.1,95.3,6,5,1.3,93.6,83.8,73.7,0,8.3,6.7,7.1,7.3,7.35,Aprovado,teste
6714,16,M,baixa,fundamental,Tarde,Nao,Sim,Sim,Nao,2.2,87.5,14,8,2.8,89.5,77.2,58.4,0,5.5,7.4,6.3,6.8,6.5,Aprovado,teste
6716,16,M,baixa,fundamental,Manha,Nao,Sim,Sim,Sim,6.8,53.7,13,12,0.6,80.1,63.3,34.2,2,4.4,5.1,3.4,5.5,4.6,Reprovado,teste
6721,16,M,media,medio,Noite,Sim,Nao,Nao,Nao,3.4,78.9,7,2,1.2,89.4,82.4,94.2,0,5.7,9.0,6.4,5.4,6.62,Aprovado,teste
6723,15,M,baixa,fundamental,Tarde,Nao,Nao,Nao,Nao,0.5,80.6,12,5,2.6,84.2,82.9,97.8,0,8.9,8.2,6.1,7.1,7.58,Reprovado,teste
6725,16,F,media,medio,Tarde,Nao,Nao,Sim,Sim,1.9,75.4,10,9,2.5,81.5,74.5,26.4,0,7.6,8.0,6.3,5.4,6.82,Aprovado,teste
6740,15,F,alta,medio,Manha,Nao,Sim,Nao,Nao,2.5,85.8,17,0,1.4,76.4,73.2,47.1,0,4.9,8.4,8.1,9.4,7.7,Aprovado,teste
6741,13,M,baixa,fundamental,Tarde,Nao,Nao,Sim,Nao,2.9,76.1,16,6,2.4,68.4,100.0,100.0,0,7.8,9.8,8.0,7.3,8.22,Aprovado,teste
6744,16,M,baixa,medio,Noite,Nao,Sim,Nao,Nao,2.2,89.8,8,7,2.3,100.0,94.1,48.1,0,7.1,7.5,5.5,8.2,7.08,Aprovado,teste
6748,17,F,media,medio,Tarde,Nao,Sim,Sim,Sim,4.8,87.9,10,5,1.5,65.3,81.3,74.9,1,8.1,7.2,5.3,9.7,7.58,Aprovado,teste
6750,19,F,media,superior,Noite,Nao,Nao,Sim,Nao,3.2,80.8,19,3,1.9,72.5,86.2,54.1,1,4.5,5.2,6.9,4.4,5.25,Reprovado,teste
6754,19,F,baixa,medio,Manha,Sim,Sim,Nao,Nao,3.3,53.2,7,4,0.0,100.0,58.8,47.1,1,6.6,6.9,5.0,4.4,5.72,Reprovado,teste
6759,15,F,baixa,fundamental,Manha,Nao,Sim,Nao,Nao,8.1,85.7,2,4,2.2,79.9,94.8,70.8,0,7.9,7.0,6.0,7.9,7.2,Aprovado,teste
6762,16,F,media,superior,Tarde,Nao,Nao,Sim,Sim,6.7,79.7,6,5,1.7,76.0,87.0,66.7,1,7.6,7.8,7.0,8.4,7.7,Aprovado,teste
6768,15,M,media,fundamental,Tarde,Nao,Sim,Nao,Nao,1.9,82.7,10,0,2.9,86.6,86.0,58.9,1,,8.5,7.3,7.5,7.75,Aprovado,teste
6769,17,M,baixa,medio,Tarde,Nao,Sim,Nao,Nao,9.0,62.6,22,7,2.0,54.5,71.0,55.7,0,7.2,4.3,5.5,5.7,5.68,Reprovado,teste
6784,17,F,media,medio,Manha,Sim,Sim,Nao,Nao,3.7,98.8,20,7,1.6,96.5,92.9,91.7,0,5.9,6.3,7.9,8.4,7.12,Aprovado,teste
6797,16,F,media,fundamental,Tarde,Nao,Sim,Sim,Sim,5.3,70.4,25,13,1.3,75.6,85.7,58.1,0,5.3,7.7,5.8,4.8,5.9,Reprovado,teste
6828,17,F,baixa,fundamental,Manha,Sim,Sim,Nao,Sim,6.5,68.7,19,13,0.5,54.1,90.4,74.2,2,6.0,6.4,5.5,7.1,6.25,Reprovado,teste
6831,16,M,baixa,medio,Tarde,Nao,Sim,Nao,Nao,2.0,80.3,9,5,2.8,87.1,78.4,43.5,0,6.6,8.4,7.5,6.4,7.22,Reprovado,teste
6833,14,M,baixa,superior,Tarde,Nao,Sim,Sim,Sim,6.8,84.3,7,5,3.0,69.2,84.5,96.0,0,6.3,7.3,7.2,7.4,7.05,Aprovado,teste
6834,15,M,baixa,fundamental,Manha,Nao,Sim,Nao,Nao,3.1,59.6,12,12,0.2,60.6,85.2,81.7,0,6.8,4.3,5.2,6.0,5.58,Reprovado,teste
6839,19,F,baixa,fundamental,Tarde,Sim,Sim,Nao,Sim,0.9,65.6,11,14,1.8,66.6,66.3,84.3,2,1.3,5.6,3.9,5.8,4.15,Reprovado,teste
6850,16,F,baixa,medio,Noite,Nao,Sim,Sim,Sim,6.2,70.1,20,29,0.8,74.0,50.9,53.5,1,5.2,5.3,4.7,4.6,4.95,Reprovado,teste
6854,17,M,alta,fundamental,Noite,Sim,Sim,Sim,Nao,2.0,71.9,11,6,1.6,95.3,82.9,68.5,0,6.5,7.5,5.9,8.0,6.98,Aprovado,teste
6863,15,M,media,fundamental,Noite,Nao,Sim,Nao,Nao,6.4,76.6,5,9,0.9,86.2,79.9,94.0,1,7.5,6.7,9.7,9.2,8.27,Aprovado,teste
6871,15,F,alta,medio,Tarde,Nao,Nao,Sim,Sim,4.7,62.0,21,12,1.2,51.2,52.2,63.7,0,6.4,5.8,6.4,5.2,5.95,Aprovado,teste
6877,16,F,baixa,fundamental,Manha,Nao,Sim,Nao,Nao,2.9,79.7,4,8,2.6,93.0,97.3,99.2,0,7.3,8.8,6.7,9.0,7.95,Aprovado,teste
6879,17,F,baixa,medio,Tarde,Nao,Sim,Sim,Nao,3.9,59.7,15,6,0.1,40.3,54.6,66.0,1,3.8,4.3,6.7,4.4,4.8,Reprovado,teste
6883,16,F,baixa,fundamental,Noite,Nao,Sim,Sim,Nao,2.3,72.7,6,0,2.7,78.3,88.4,100.0,0,7.1,8.1,7.3,7.1,7.4,Aprovado,teste
6885,16,F,media,medio,Noite,Nao,Sim,Nao,Nao,3.1,53.3,1,8,1.3,48.1,51.5,79.6,0,3.7,5.3,3.4,5.7,4.53,Reprovado,teste
6898,16,M,baixa,medio,Manha,Sim,Sim,Sim,Nao,4.9,73.7,10,5,4.3,87.4,94.1,66.8,1,5.7,6.3,6.0,7.3,6.32,Aprovado,teste
6899,13,M,baixa,medio,Manha,Nao,Sim,Nao,Nao,0.4,69.6,4,5,2.9,77.5,80.3,63.0,0,7.7,8.0,7.8,7.6,7.78,Aprovado,teste
6902,15,F,baixa,superior,Manha,Nao,Sim,Nao,Sim,3.9,77.6,12,10,3.5,74.3,77.9,66.9,0,5.7,6.3,8.8,9.2,7.5,Aprovado,teste
6907,18,F,media,medio,Tarde,Nao,Sim,Sim,Nao,6.9,50.5,4,12,0.6,69.1,51.7,43.7,0,7.1,6.2,4.2,6.5,6.0,Reprovado,teste
6914,16,M,baixa,fundamental,Noite,Sim,Sim,Sim,Sim,6.5,67.4,15,17,2.1,71.7,83.0,67.8,1,4.5,3.9,6.2,6.9,5.38,Reprovado,teste
6930,16,F,baixa,medio,Manha,Nao,Sim,Nao,Sim,3.1,82.4,28,22,0.2,76.7,39.4,74.6,0,5.4,4.8,6.3,7.2,5.92,Reprovado,teste
6931,15,M,media,medio,Manha,Nao,Sim,Sim,Nao,4.6,100.0,6,7,2.6,99.2,94.2,50.0,0,7.2,8.2,10.0,4.2,7.4,Aprovado,teste
6946,18,M,baixa,medio,Tarde,Nao,Sim,Nao,Nao,4.2,59.7,13,4,0.8,71.7,51.7,34.0,0,4.2,4.4,5.5,6.1,5.05,Reprovado,teste
6963,16,M,baixa,medio,Manha,Nao,Sim,Nao,Sim,2.8,78.5,11,1,3.5,66.0,100.0,86.2,0,7.1,6.6,6.6,8.2,7.12,Aprovado,teste
6977,17,F,media,superior,Tarde,Sim,Sim,Sim,Nao,9.3,83.5,14,1,0.2,84.2,76.9,64.2,1,4.4,7.3,5.7,6.4,5.95,Aprovado,teste
6985,16,M,alta,fundamental,Manha,Nao,Nao,Nao,Sim,5.3,98.6,1,5,2.6,88.7,84.8,58.3,0,6.0,9.2,7.6,7.6,7.6,Aprovado,teste
