id_aluno,idade,sexo,renda_familiar,escolaridade_mae,turno,trabalha,acesso_internet,computador_casa,transporte_escolar,distancia_escola_km,frequencia_percent,faltas,atrasos,horas_estudo_dia,participacao_aulas,atividades_entregues_percent,apoio_familiar,reprovacoes_anteriores,nota_matematica,nota_portugues,nota_ciencias,nota_humanas,media,situacao_final,split_sugerido
6612,16,M,baixa,fundamental,Noite,Sim,Nao,Sim,Nao,1.9,83.0,3,0,2.1,82.0,92.2,74.9,0,6.7,7.1,9.4,7.9,7.78,Aprovado,treino
6613,15,F,baixa,medio,Tarde,Sim,Sim,Nao,Nao,2.6,85.9,7,9,2.5,91.1,92.2,61.5,0,8.5,7.7,5.6,7.5,7.32,Aprovado,treino
6614,15,M,baixa,fundamental,Manha,Nao,Sim,Nao,Sim,4.9,72.8,6,5,2.9,98.6,72.5,74.7,0,6.4,7.7,7.6,7.8,7.38,Aprovado,treino
6615,16,M,baixa,medio,Manha,Sim,Sim,Sim,Nao,3.5,48.7,23,15,0.5,82.1,75.9,33.3,1,5.3,6.9,6.5,3.5,5.55,Reprovado,treino
6617,15,F,baixa,medio,Noite,Nao,Sim,Sim,Sim,6.1,77.7,7,17,0.7,67.3,78.4,67.9,0,6.6,7.2,5.6,7.4,6.7,Aprovado,treino
6618,16,M,alta,superior,Tarde,Nao,Sim,Sim,Sim,4.8,81.7,25,12,2.2,51.3,62.7,33.8,0,6.9,4.2,6.5,6.9,6.12,Reprovado,treino
6619,16,M,media,superior,Noite,Sim,Sim,Nao,Sim,2.7,76.0,3,1,2.3,80.6,98.4,44.8,1,8.9,7.7,6.4,8.2,7.8,Aprovado,treino
6620,16,M,alta,medio,Manha,Nao,Sim,Sim,Nao,5.2,90.3,20,3,2.3,86.1,100.0,32.9,1,8.3,6.5,6.3,9.6,7.68,Aprovado,treino
6622,16,M,baixa,superior,Tarde,Nao,Sim,Sim,Nao,0.2,72.5,0,4,4.1,82.0,80.1,76.4,0,8.8,8.5,6.9,8.1,8.08,Aprovado,treino
6623,15,F,baixa,medio,Manha,Nao,Nao,Nao,Sim,5.3,80.1,19,10,1.9,84.0,80.2,45.0,0,6.2,6.7,6.5,6.9,6.57,Aprovado,validacao
6624,15,M,media,medio,Tarde,Sim,Sim,Sim,Nao,5.2,86.4,9,4,2.2,76.7,88.1,60.5,1,7.5,7.6,7.3,7.7,7.52,Aprovado,treino
6625,15,F,baixa,medio,Manha,Sim,Sim,Sim,Nao,7.8,89.9,1,9,2.9,80.2,73.2,57.1,1,8.3,7.6,7.9,7.5,7.82,Aprovado,treino
6626,17,F,alta,medio,Manha,Nao,Sim,Nao,Nao,1.7,44.8,21,8,1.2,49.8,52.3,41.6,0,7.3,7.8,7.7,4.9,6.93,Reprovado,treino
6628,16,F,media,fundamental,Noite,Nao,Nao,Sim,Nao,2.6,74.7,6,2,3.2,77.4,90.4,49.6,0,7.0,8.2,8.2,6.6,7.5,Aprovado,treino
6630,17,M,media,superior,Tarde,Sim,Nao,Nao,Nao,5.9,52.5,14,10,2.5,40.3,33.3,74.0,1,5.7,6.2,5.3,5.8,5.75,Reprovado,validacao
6631,17,F,media,fundamental,Tarde,Nao,Sim,Sim,Nao,2.0,89.3,13,16,1.0,83.0,64.8,66.4,1,4.9,5.5,6.2,3.9,5.12,Reprovado,validacao
6632,16,M,baixa,fundamental,Noite,Sim,Sim,Sim,Nao,1.4,85.6,8,10,3.8,89.1,78.1,92.2,0,7.0,8.5,7.0,8.9,7.85,Reprovado,treino
6633,17,M,alta,medio,Tarde,Nao,Sim,Nao,Nao,2.5,78.1,0,14,2.2,55.8,42.3,36.2,2,6.0,5.9,4.1,5.9,5.48,Reprovado,treino
6634,18,F,media,fundamental,Tarde,Nao,Sim,Sim,Nao,3.7,80.3,15,8,0.5,86.9,69.9,84.8,0,7.6,6.4,7.2,7.1,7.07,Reprovado,treino
6635,18,M,baixa,superior,Manha,Nao,Sim,Nao,Sim,6.1,71.2,18,11,0.0,80.9,68.7,51.5,3,6.5,6.8,5.3,4.1,5.68,Reprovado,treino
6636,18,M,alta,medio,Tarde,Nao,Sim,Nao,Nao,2.9,94.1,17,0,1.8,59.0,91.0,65.2,0,5.9,6.8,6.7,9.2,7.15,Aprovado,treino
6637,16,M,media,medio,Manha,Nao,Nao,Nao,Nao,5.6,76.0,7,4,2.0,72.1,74.7,81.9,0,6.6,7.1,5.5,7.4,6.65,Aprovado,treino
6638,17,M,baixa,superior,Manha,Nao,Sim,Nao,Nao,1.6,67.1,16,11,1.4,51.9,50.9,39.9,1,4.1,5.0,4.5,5.2,4.7,Reprovado,treino
6639,18,M,baixa,superior,Noite,Sim,Sim,Nao,Sim,4.8,69.9,20,17,1.3,60.8,59.6,69.9,1,6.4,5.4,5.5,4.6,5.48,Reprovado,treino
6640,16,M,alta,superior,Tarde,Nao,Sim,Nao,Nao,2.8,89.8,12,3,2.1,75.3,90.3,69.8,0,7.8,7.9,7.7,8.9,8.07,Aprovado,validacao
6641,17,F,media,medio,Tarde,Nao,Sim,Nao,Sim,0.2,100.0,19,0,1.3,83.1,91.4,72.8,0,10.0,9.0,7.3,8.5,8.7,Aprovado,treino
6642,19,F,media,fundamental,Tarde,Nao,Sim,Nao,Nao,3.5,61.8,31,10,0.4,54.3,96.6,67.0,2,4.1,3.0,3.6,5.2,3.97,Aprovado,treino
6644,16,F,media,medio,Noite,Nao,Nao,Sim,Nao,4.2,80.5,11,2,1.5,70.6,77.7,75.2,0,8.8,8.7,5.3,8.3,7.78,Aprovado,treino
6645,15,M,baixa,fundamental,Tarde,Sim,Nao,Sim,Nao,0.8,83.1,2,5,2.4,82.7,74.2,62.9,2,7.6,8.7,7.0,7.8,7.78,Aprovado,treino
6646,17,F,baixa,medio,Tarde,Nao,Sim,Nao,Nao,0.2,80.3,5,7,3.4,79.6,94.7,77.3,0,5.8,8.0,6.0,7.7,6.88,Aprovado,treino
6647,15,F,baixa,superior,Manha,Nao,Sim,Sim,Sim,3.8,89.7,2,2,2.3,72.9,93.8,59.5,0,8.4,7.5,5.9,7.0,7.2,Aprovado,treino
6648,15,M,baixa,fundamental,Noite,Nao,Sim,Sim,Nao,2.8,84.9,2,7,2.5,97.1,79.8,65.1,0,4.6,6.4,9.6,8.9,7.38,Aprovado,validacao
6649,16,F,media,superior,Tarde,Sim,Sim,Sim,Sim,2.9,81.8,22,12,1.6,56.1,82.9,50.3,0,3.7,4.9,3.6,5.4,4.4,Reprovado,treino
6650,15,F,media,medio,Manha,Nao,Sim,Sim,Nao,2.6,83.3,5,0,2.4,76.1,81.0,88.4,0,4.5,7.5,7.0,4.9,5.98,Aprovado,treino
6651,18,M,media,fundamental,Noite,Nao,Sim,Nao,Nao,5.8,64.0,18,4,0.5,91.9,59.6,72.8,0,5.0,6.7,4.3,5.0,5.25,Reprovado,treino
6653,17,M,baixa,medio,Tarde,Nao,Sim,Nao,Nao,6.1,67.9,27,18,0.6,52.7,64.2,36.2,1,4.8,5.0,4.7,6.6,5.28,Reprovado,validacao
6654,16,F,media,medio,Manha,Sim,Sim,Sim,Nao,4.7,81.3,13,9,1.3,84.3,80.6,68.0,1,4.8,8.4,8.3,7.0,7.12,Aprovado,treino
6657,17,M,media,medio,Manha,Sim,Sim,Nao,Sim,4.2,88.4,12,3,1.9,61.3,73.5,68.7,1,5.3,7.7,7.9,8.1,7.25,Aprovado,treino
6658,16,F,baixa,fundamental,Noite,Sim,Nao,Sim,Nao,4.2,75.3,24,13,1.1,41.1,77.1,65.2,1,7.9,5.4,3.3,5.3,5.48,Reprovado,validacao
6659,17,F,baixa,fundamental,Noite,Nao,Nao,Sim,Nao,4.4,67.5,24,11,0.3,71.7,83.6,55.6,2,3.5,5.5,4.3,4.3,4.4,Reprovado,treino
6661,15,M,baixa,medio,Tarde,Nao,Sim,Sim,Sim,6.0,84.5,12,0,2.5,91.9,86.5,84.3,1,7.2,7.8,7.0,8.5,7.62,Aprovado,treino
6662,14,F,media,superior,Noite,Sim,Sim,Sim,Nao,3.1,59.2,17,11,1.5,68.8,45.6,77.8,1,5.9,6.1,5.1,8.1,6.3,Reprovado,treino
6665,15,F,media,medio,Tarde,Nao,Sim,Sim,Nao,5.2,93.5,12,6,1.9,87.9,100.0,57.9,0,6.5,6.8,8.7,8.6,7.65,Aprovado,treino
6666,17,F,baixa,medio,Manha,Nao,Sim,Nao,Nao,8.6,62.5,20,12,0.4,70.8,88.2,80.3,3,6.5,5.2,5.4,3.8,5.22,Reprovado,treino
6667,17,F,alta,medio,Noite,Sim,Sim,Nao,Sim,8.3,68.9,27,14,2.1,50.6,84.8,37.2,1,6.4,4.3,6.4,5.9,5.75,Reprovado,treino
6669,16,M,alta,fundamental,Tarde,Nao,Sim,Sim,Sim,5.0,83.9,0,5,2.7,95.5,86.9,55.7,0,5.2,7.2,7.2,7.8,6.85,Aprovado,treino
6670,15,M,baixa,fundamental,Manha,Nao,Sim,Sim,Nao,6.5,51.5,20,9,0.0,76.2,67.7,23.7,0,6.5,7.0,4.5,5.0,5.75,Aprovado,treino
6671,17,M,media,fundamental,Tarde,Nao,Sim,Nao,Nao,2.1,92.3,10,7,3.2,76.9,87.1,61.0,0,7.6,5.5,6.2,6.6,6.48,Aprovado,treino
6672,14,M,media,superior,Tarde,Nao,Nao,Sim,Nao,3.7,82.9,2,5,1.7,67.0,72.7,89.4,0,8.2,8.0,5.3,6.8,7.08,Reprovado,treino
6675,17,M,baixa,fundamental,Tarde,Nao,Sim,Sim,Sim,7.1,71.9,24,12,2.6,60.9,79.4,53.0,1,4.7,4.0,7.4,5.9,5.5,Reprovado,treino
6676,15,F,baixa,medio,Noite,Sim,Sim,Nao,Nao,0.2,89.6,7,12,1.4,78.4,96.3,83.6,0,7.5,7.8,8.6,8.5,8.1,Aprovado,treino
6677,17,M,baixa,fundamental,Noite,Sim,Nao,Nao,Sim,1.5,91.3,0,5,1.8,81.1,94.7,96.0,1,9.6,9.8,8.9,7.9,9.05,Reprovado,validacao
6678,16,F,media,medio,Tarde,Nao,Nao,Sim,Sim,8.3,78.5,5,3,0.0,54.9,99.2,67.1,0,5.2,4.8,4.0,4.5,4.62,Reprovado,treino
6679,15,M,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,7.6,88.4,14,0,1.1,86.0,84.9,68.3,2,7.2,7.3,6.3,8.3,7.28,Aprovado,treino
6682,18,M,baixa,medio,Tarde,Nao,Sim,Sim,Nao,8.0,60.5,16,19,0.8,91.0,99.8,56.8,1,6.1,3.4,6.1,6.0,5.4,Reprovado,treino
6683,16,F,baixa,superior,Tarde,Nao,Sim,Nao,Sim,0.8,92.6,15,0,3.2,77.2,87.8,76.5,0,7.9,8.8,8.6,7.6,8.23,Aprovado,treino
6684,18,F,media,medio,Tarde,Nao,Nao,Nao,Sim,6.1,69.1,11,9,2.0,41.3,83.5,61.8,0,4.5,4.9,7.2,6.9,5.88,Reprovado,treino
6685,16,M,baixa,medio,Manha,Nao,Nao,Nao,Nao,1.8,90.7,10,0,1.9,74.7,95.5,71.7,1,6.3,6.3,9.4,6.7,7.18,Aprovado,treino
6686,16,F,baixa,medio,Manha,Nao,Sim,Sim,Nao,4.4,77.9,7,0,1.9,83.5,91.4,85.7,0,4.2,8.5,7.0,7.8,6.88,Aprovado,treino
6687,17,F,baixa,medio,Noite,Nao,Sim,Sim,Nao,7.0,92.6,25,0,0.0,55.2,54.7,23.5,0,4.4,7.0,4.8,7.6,5.95,Reprovado,treino
6688,16,M,baixa,superior,Manha,Nao,Sim,Sim,Sim,5.8,59.7,16,8,1.3,76.6,49.0,59.7,3,4.4,6.9,5.8,4.1,5.3,Reprovado,treino
6689,15,F,media,fundamental,Noite,Sim,Sim,Nao,Nao,2.6,62.3,7,6,2.5,88.2,96.5,75.5,1,7.2,7.2,8.0,7.5,7.48,Aprovado,treino
6690,17,F,baixa,medio,Tarde,Nao,Nao,Nao,Nao,3.2,95.4,9,1,3.4,67.4,90.2,52.0,0,7.2,6.6,9.7,5.0,7.12,Aprovado,validacao
6691,15,F,alta,medio,Manha,Sim,Sim,Nao,Sim,4.2,82.9,11,8,2.6,90.2,83.1,49.9,2,8.2,7.8,9.3,8.1,8.35,Reprovado,treino
6692,16,F,media,medio,Tarde,Nao,Nao,Nao,Nao,2.7,86.0,24,9,2.6,100.0,85.8,77.6,0,7.2,7.6,7.0,7.6,7.35,Aprovado,treino
6693,16,M,alta,medio,Noite,Sim,Sim,Nao,Nao,1.0,62.2,14,4,1.4,55.0,95.4,49.8,1,5.8,6.6,7.5,5.0,6.22,Reprovado,treino
6694,16,F,media,fundamental,Manha,Nao,Sim,Nao,Nao,3.1,76.5,9,10,0.0,72.6,73.7,75.0,1,6.6,5.5,3.9,6.4,5.6,Aprovado,treino
6695,17,F,baixa,fundamental,Tarde,Nao,Sim,Sim,Nao,4.5,86.9,7,8,1.5,78.9,93.8,59.0,0,10.0,7.7,7.1,7.3,8.02,Aprovado,treino
6696,14,M,baixa,fundamental,Noite,Nao,Nao,Sim,Nao,0.2,82.8,5,8,1.9,92.2,99.5,80.4,0,6.0,6.9,8.3,7.5,7.18,Aprovado,treino
6698,16,M,media,medio,Noite,Nao,Sim,Sim,Nao,0.3,97.7,10,4,2.9,77.7,85.7,79.8,2,5.3,7.0,8.7,6.9,6.98,Aprovado,treino
6700,15,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,5.6,75.2,7,12,1.7,80.2,91.4,71.7,1,7.6,6.4,6.8,6.3,6.78,Aprovado,treino
6701,17,M,media,medio,Manha,Nao,Sim,Sim,Nao,5.0,100.0,10,7,2.5,67.6,97.4,78.9,0,8.1,8.1,7.4,8.4,8.0,Aprovado,treino
6702,16,M,baixa,medio,Tarde,Nao,Sim,Nao,Sim,1.4,93.3,18,7,1.6,87.7,80.5,100.0,0,6.5,8.0,6.2,8.6,7.32,Aprovado,treino
6703,17,M,media,superior,Manha,Nao,Sim,Sim,Nao,12.3,50.9,27,11,0.8,73.2,59.9,52.6,1,4.7,5.0,6.2,5.9,5.45,Reprovado,treino
6704,16,F,baixa,medio,Noite,Nao,Sim,Sim,Nao,3.9,73.0,6,4,2.2,92.0,82.0,76.6,0,7.5,9.8,8.6,7.7,8.4,Aprovado,treino
6705,16,F,baixa,superior,Noite,Nao,Sim,Sim,Nao,2.9,83.5,10,9,2.2,73.9,98.5,100.0,0,7.3,7.4,6.5,7.9,7.28,Aprovado,treino
6707,14,M,alta,medio,Noite,Nao,Nao,Nao,Nao,4.3,73.8,12,11,2.4,94.7,78.8,64.1,0,6.1,6.8,6.7,7.5,6.78,Aprovado,treino
6708,16,F,media,superior,Tarde,Nao,Sim,Nao,Nao,3.2,82.3,10,7,2.2,89.2,91.5,64.2,1,7.0,5.8,8.8,9.3,7.72,Aprovado,treino
6709,16,M,baixa,fundamental,Manha,Nao,Sim,Nao,Nao,6.0,94.6,2,10,3.2,87.9,61.6,73.0,0,6.1,8.3,7.5,7.4,7.32,Aprovado,treino
6710,17,M,media,superior,Noite,Nao,Sim,Sim,Sim,4.3,68.6,18,0,1.8,64.0,87.6,58.1,0,5.8,8.0,7.1,8.3,7.3,Aprovado,treino
6711,14,F,baixa,medio,Manha,Sim,Nao,Sim,Nao,5.3,75.6,10,6,3.1,78.8,81.3,69.6,0,7.1,7.2,6.1,8.4,7.2,Aprovado,treino
6712,14,F,baixa,superior,Noite,Nao,Sim,Nao,Sim,6.2,89.4,4,17,0.5,72.9,56.1,44.4,0,6.4,3.1,5.7,5.5,5.18,Reprovado,validacao
6713,15,F,media,fundamental,Tarde,Nao,Sim,Sim,Nao,0.3,81.1,5,10,2.0,71.5,90.0,71.1,0,7.5,6.6,8.1,8.8,7.75,Aprovado,treino
6715,14,M,media,fundamental,Tarde,Nao,Sim,Sim,Sim,0.2,66.9,2,4,3.7,78.4,80.3,56.0,1,10.0,7.1,6.0,6.8,7.48,Aprovado,treino
6717,17,F,media,fundamental,Tarde,Nao,Sim,Sim,Sim,7.5,82.7,11,19,2.0,83.0,73.0,41.0,1,4.2,4.5,5.5,4.7,4.72,Reprovado,treino
6718,18,F,baixa,fundamental,Manha,Sim,Sim,Sim,Nao,6.1,76.6,23,9,2.4,87.6,51.2,35.8,1,5.1,3.8,6.1,5.9,5.22,Reprovado,treino
6719,17,F,baixa,fundamental,Noite,Nao,Sim,Nao,Sim,4.2,75.3,9,4,2.7,72.1,99.9,84.4,0,6.9,6.8,9.7,6.8,7.55,Aprovado,treino
6720,14,F,baixa,fundamental,Manha,Nao,Sim,Sim,Nao,3.1,71.3,8,8,2.9,86.8,77.8,63.1,0,7.4,6.7,8.1,6.8,7.25,Aprovado,treino
6722,13,M,alta,medio,Tarde,Nao,Sim,Sim,Nao,4.6,83.5,7,0,2.5,60.2,71.5,51.7,0,9.0,6.7,9.8,7.6,8.28,Aprovado,treino
6724,16,M,baixa,medio,Tarde,Nao,Sim,Nao,Nao,6.5,73.7,5,7,1.9,63.5,,65.8,0,6.3,8.4,4.5,5.6,6.2,Aprovado,treino
6726,15,M,baixa,fundamental,Tarde,Nao,Sim,Nao,Sim,3.5,79.1,14,6,0.8,97.5,79.9,71.5,0,7.3,8.0,7.2,10.0,8.12,Aprovado,treino
6727,15,M,baixa,fundamental,Manha,Nao,Nao,Nao,Nao,4.5,100.0,2,1,3.4,81.0,94.5,34.6,0,10.0,7.9,8.2,8.0,8.52,Aprovado,treino
6728,16,F,baixa,medio,Tarde,Nao,Sim,Sim,Nao,2.5,92.1,11,2,3.6,91.1,76.0,55.6,0,8.5,7.8,8.4,8.4,8.28,Reprovado,treino
6729,17,F,baixa,medio,Manha,Nao,Sim,Sim,Sim,8.6,82.0,26,12,2.5,80.2,34.2,61.8,0,7.1,7.2,7.3,5.1,6.68,Reprovado,treino
6730,17,M,media,fundamental,Noite,Sim,Sim,Sim,Nao,2.7,83.3,11,10,2.5,98.0,79.8,92.4,0,7.9,6.0,6.9,6.5,6.82,Aprovado,treino
6731,18,M,media,medio,Tarde,Nao,Nao,Sim,Sim,3.9,60.4,23,13,1.5,58.7,45.0,35.7,2,5.3,6.2,6.9,6.4,6.2,Reprovado,treino
6732,15,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,1.2,84.3,18,0,2.7,81.0,96.3,53.6,0,6.7,7.6,7.9,7.9,7.52,Reprovado,treino
6733,16,M,baixa,medio,Manha,Nao,Sim,Sim,Nao,1.2,65.5,29,10,0.4,95.4,65.4,77.0,0,4.8,3.9,4.2,6.5,4.85,Reprovado,treino
6734,16,M,baixa,medio,Tarde,Nao,Sim,Sim,Sim,4.9,72.6,16,2,1.1,55.6,68.4,43.4,1,6.8,6.0,4.9,6.5,6.05,Reprovado,treino
6735,15,M,media,medio,Tarde,Nao,Nao,Nao,Sim,5.4,93.2,11,7,3.0,71.2,89.1,54.2,0,8.3,7.6,9.5,7.2,8.15,Aprovado,treino
6736,17,F,media,medio,Manha,Nao,Sim,Sim,Sim,4.7,49.7,5,24,1.4,56.5,81.6,61.7,0,3.0,4.9,5.0,5.7,4.65,Reprovado,treino
6737,15,F,media,superior,Tarde,Nao,Sim,Sim,Nao,5.0,77.4,19,0,1.1,83.2,89.9,74.8,1,7.3,6.9,6.2,7.3,6.92,Aprovado,treino
6738,15,M,alta,medio,Manha,Nao,Nao,Nao,Sim,3.9,83.9,10,8,3.5,87.4,89.2,78.2,0,7.3,6.9,6.2,8.5,7.22,Aprovado,treino
6739,18,F,media,medio,Manha,Sim,Sim,Sim,Nao,2.7,50.6,27,14,0.0,50.4,81.3,58.2,0,5.5,6.4,6.9,7.2,6.5,Reprovado,validacao
6742,15,F,baixa,superior,Tarde,Nao,Sim,Nao,Sim,5.2,81.8,2,5,2.0,94.1,72.3,70.1,0,8.8,6.8,5.9,9.7,7.8,Aprovado,treino
6743,15,F,media,medio,Manha,Sim,Sim,Sim,Sim,4.4,90.3,6,0,2.4,78.4,74.9,74.8,0,8.5,7.0,7.3,8.5,7.82,Reprovado,treino
6745,15,F,media,superior,Manha,Nao,Sim,Sim,Nao,4.9,81.0,13,6,1.7,92.1,73.7,79.4,1,6.4,7.1,6.8,10.0,7.58,Aprovado,validacao
6746,16,M,alta,medio,Tarde,Nao,Sim,Sim,Nao,3.6,69.7,4,6,1.6,77.1,93.8,91.2,0,7.6,7.3,5.9,9.0,7.45,Reprovado,treino
6747,17,F,alta,fundamental,Noite,Nao,Sim,Sim,Nao,0.2,85.1,4,5,1.8,70.8,74.1,57.6,0,9.0,6.9,6.5,9.1,7.88,Aprovado,treino
6749,16,F,media,superior,Manha,Nao,Nao,Nao,Sim,2.6,86.3,7,8,3.4,94.7,84.7,57.3,0,7.7,5.2,7.2,8.2,7.08,Aprovado,validacao
6751,14,F,baixa,medio,Tarde,Sim,Nao,Sim,Sim,4.5,97.6,8,1,2.3,85.5,93.8,59.9,1,7.1,7.3,6.0,8.7,7.28,Aprovado,validacao
6752,14,M,baixa,medio,Manha,Nao,Sim,Nao,Sim,5.4,96.4,9,5,2.9,91.0,80.2,62.6,0,8.4,9.1,8.4,8.5,8.6,Aprovado,treino
6753,16,M,media,medio,Tarde,Sim,Sim,Sim,Nao,5.4,54.3,12,5,1.0,69.6,51.8,47.0,1,6.6,4.3,4.8,7.2,5.72,Reprovado,validacao
6755,18,F,media,medio,Manha,Nao,Sim,Nao,Nao,2.2,78.8,2,11,2.9,83.7,99.5,80.9,0,5.3,6.6,8.8,7.0,6.92,Aprovado,treino
6756,16,M,baixa,fundamental,Manha,Nao,Sim,Sim,Nao,0.2,82.4,14,7,2.4,86.4,97.2,78.1,0,6.0,7.9,9.5,10.0,8.35,Aprovado,treino
6757,17,F,media,fundamental,Manha,Nao,Sim,Sim,Nao,4.8,58.4,17,14,0.0,65.5,70.7,89.9,0,6.2,4.5,6.5,6.8,6.0,Aprovado,treino
6758,14,F,media,medio,Manha,Sim,Sim,Nao,Nao,3.4,66.8,26,11,1.3,46.9,47.2,77.0,2,2.1,5.7,4.2,6.0,4.5,Aprovado,treino
6760,17,F,media,medio,Tarde,Nao,Sim,Sim,Sim,3.8,73.9,8,7,3.0,68.6,68.3,63.2,0,7.4,9.6,6.9,8.2,8.02,Aprovado,treino
6761,17,M,media,superior,Manha,Nao,Nao,Nao,Nao,2.3,84.9,7,7,2.3,67.3,80.0,79.6,0,7.6,7.8,6.3,7.2,7.22,Aprovado,treino
6763,15,M,baixa,fundamental,Tarde,Nao,Sim,Sim,Nao,0.7,55.6,9,5,2.1,55.5,72.6,78.6,0,4.3,5.7,6.6,3.7,5.08,Aprovado,treino
6764,17,F,baixa,superior,Noite,Sim,Sim,Nao,Sim,5.5,45.3,15,13,1.4,81.6,67.1,53.0,2,5.9,7.4,4.4,7.0,6.18,Reprovado,validacao
6765,16,F,alta,medio,Tarde,Nao,Sim,Sim,Nao,3.1,86.3,10,8,2.8,93.4,92.2,78.5,0,7.1,7.3,7.1,9.2,7.68,Aprovado,treino
6766,15,M,media,fundamental,Tarde,Nao,Sim,Sim,Sim,5.7,76.2,3,2,1.1,80.2,98.8,65.2,0,6.9,6.4,6.8,6.2,6.58,Aprovado,validacao
6767,16,F,baixa,medio,Tarde,Nao,Sim,Sim,Nao,7.5,80.7,12,5,1.5,87.3,73.2,54.2,0,4.2,6.3,6.0,4.4,5.22,Reprovado,treino
6770,15,M,alta,medio,Tarde,Nao,Sim,Nao,Nao,3.2,86.6,11,9,1.7,66.0,71.1,49.3,0,7.7,7.2,7.3,9.2,7.85,Aprovado,treino
6771,15,F,baixa,medio,Tarde,Nao,Sim,Sim,Nao,2.1,91.2,17,2,2.2,100.0,96.4,74.3,1,7.8,9.2,6.3,8.2,7.88,Aprovado,treino
6772,14,F,media,superior,Tarde,Nao,Nao,Nao,Nao,4.7,100.0,10,0,2.7,79.4,92.7,88.0,1,7.0,6.3,6.5,7.4,6.8,Aprovado,treino
6773,15,F,baixa,superior,Manha,Nao,Nao,Nao,Sim,6.2,73.7,1,7,1.6,64.4,79.8,100.0,0,8.4,8.6,6.6,6.5,7.52,Aprovado,validacao
6774,16,M,baixa,medio,Tarde,Sim,Sim,Sim,Nao,7.4,99.6,2,4,0.7,25.4,99.0,71.9,0,5.8,4.7,6.5,6.6,5.9,Reprovado,treino
6775,16,M,media,medio,Tarde,Nao,Sim,Nao,Nao,2.4,80.3,0,8,2.3,87.3,85.1,86.7,0,6.5,7.9,6.3,8.6,7.32,Aprovado,treino
6776,16,F,baixa,medio,Noite,Sim,Sim,Sim,Sim,3.4,86.5,10,8,2.4,95.3,83.5,51.6,0,7.2,6.6,6.3,8.7,7.2,Reprovado,treino
6777,15,F,baixa,medio,Manha,Nao,Sim,Nao,Nao,2.8,74.4,18,1,2.9,86.1,83.6,58.6,0,6.9,,6.3,7.4,7.22,Aprovado,treino
6778,17,F,media,medio,Manha,Nao,Nao,Nao,Nao,1.2,88.1,8,7,2.5,89.6,84.6,67.9,0,9.1,6.3,7.1,10.0,8.12,Aprovado,treino
6779,15,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,2.3,78.0,15,6,0.6,69.1,67.6,70.2,0,8.5,6.9,7.4,8.8,7.9,Aprovado,treino
6780,17,F,alta,medio,Noite,Nao,Nao,Sim,Sim,5.7,58.0,15,19,2.1,27.5,86.8,51.1,1,4.9,4.7,5.9,6.0,5.38,Reprovado,treino
6781,14,M,media,medio,Noite,Nao,Nao,Sim,Nao,2.2,78.1,3,1,2.7,93.7,79.4,72.2,2,8.4,8.5,5.5,8.8,7.8,Aprovado,validacao
6782,17,M,baixa,medio,Tarde,Nao,Sim,Sim,Nao,8.4,78.8,9,10,1.7,83.8,86.1,49.9,0,7.3,6.1,8.7,7.7,7.45,Aprovado,treino
6783,16,F,baixa,fundamental,Tarde,Nao,Sim,Sim,Nao,6.7,77.9,8,5,2.6,77.8,82.1,60.9,0,6.8,8.1,7.4,5.8,7.02,Aprovado,treino
6785,16,F,baixa,superior,Manha,Sim,Sim,Sim,Sim,4.9,66.2,8,19,1.2,70.5,57.3,61.7,0,4.7,4.6,5.3,5.5,5.03,Reprovado,treino
6786,15,F,baixa,medio,Tarde,Nao,Sim,Nao,Nao,6.2,91.0,17,3,2.5,91.9,68.2,62.0,0,8.6,8.3,6.8,9.0,8.18,Aprovado,treino
6787,15,M,alta,fundamental,Noite,Nao,Sim,Sim,Sim,6.0,81.6,9,10,3.6,93.5,76.1,80.8,1,7.1,7.8,9.4,8.4,8.17,Aprovado,treino
6788,16,F,media,superior,Manha,Sim,Nao,Sim,Sim,4.0,40.0,11,15,1.5,26.9,62.8,48.1,2,5.1,6.3,4.4,4.3,5.02,Reprovado,validacao
6789,19,M,baixa,fundamental,Tarde,Nao,Nao,Nao,Nao,1.4,83.1,10,6,0.9,80.5,47.4,80.7,1,6.0,4.0,4.0,7.2,5.3,Reprovado,treino
6790,16,M,baixa,medio,Noite,Sim,Sim,Nao,Sim,5.1,65.9,13,10,0.7,72.3,37.9,62.9,2,8.4,3.3,6.9,4.1,5.68,Reprovado,treino
6791,13,F,media,medio,Manha,Sim,Sim,Sim,Nao,5.2,76.4,2,7,1.5,58.0,79.3,74.6,0,6.7,8.3,4.2,9.1,7.07,Aprovado,treino
6792,14,M,media,superior,Manha,Nao,Nao,Nao,Sim,3.7,100.0,8,2,2.0,76.8,85.4,92.6,1,5.3,6.3,9.4,8.7,7.42,Aprovado,validacao
6793,17,M,baixa,medio,Tarde,Nao,Sim,Nao,Sim,10.2,89.7,15,6,1.7,44.2,47.8,73.9,2,3.5,3.5,3.4,5.1,3.88,Reprovado,treino
6794,17,M,media,medio,Manha,Nao,Nao,Sim,Nao,2.5,83.8,10,12,2.0,85.7,92.8,80.0,0,8.2,8.1,7.4,8.0,7.92,Aprovado,validacao
